FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Armando,Broja,FWD,SOU,5400000,1,88,2.9,5.37037037037037E-07,1.62962962962963E-05,0,1572651,2,32,0,0,0,6,0,16.3,30989,4,1,88,-4,0.2,0,1,11,0,5,0,2,10.1,2408773,0,-1,0,1,1798,3884,-1,0,230,Crystal Palace,Brentford F.C.,Liverpool,Leicester,,3.1,2.3,2.4,2.4,108.9
Josh,Brownhill,MID,BUR,4300000,10,85,2.7,6.27906976744186E-07,1.97674418604651E-05,0,839520,9,38,0,0,0,2,0,19.8,2279,-2,0,85,2,1.1,0,4.8,8,0,7,0,3,3,779351,0,-1,0,3,2610,8086,0,0,393,Watford,Aston Villa,Tottenham,Aston Villa,Newcastle,2.7,2.3,3.6,2.8,131.9
,Bruno Guimaraes,MID,NEW,5000000,2,53,1.55882352941176,3.11764705882353E-07,1.06E-05,0,51197,3,7,0,0,0,4,0,10.6,7239,0,0,53,0,1.2,0,5.8,8,0,3,0,1,2,228216,0,-1,0,2,761,6020,0,0,195,Liverpool,Man City,Arsenal,Burnley,,0.8,0.8,0.9,0.8,73
Lewis,Brunt,MID,LEI,4500000,1,1,0.03125,6.94444444444444E-09,2.22222222222222E-07,0,600,0,1,0,0,0,0,0,0.2,6,0,0,1,0,0,0,0.2,0,0,0,0,0,0,885,0,-1,0,0,23,6,0,0,2,Tottenham,Everton,Norwich,Watford,Chelsea,0,0,0,0,0.6
,Bryan,MID,TOT,5700000,0,9,1,1.75438596491228E-07,1.57894736842105E-06,0,13695,0,1,0,0,0,0,0,1.6,3,-3,0,9,3,0,0,0,0,0,0,0,0,0.1,5361,0,-1,0,0,86,0,0,0,32,Leicester,Liverpool,Arsenal,Burnley,Norwich,0,0,0,0,8.5
,Buendia,MID,AVL,6100000,4,82,2.7,4.42622950819672E-07,1.34426229508197E-05,0,527835,1,27,0,0,0,2,0,13.4,266,-4,0,82,4,0.3,0,2,5,0,6,0,5,0.9,188804,0,-1,0,2,1592,493,0,0,308,Norwich,Burnley,Liverpool,Crystal Palace,Burnley,2.6,3.8,5.1,1.4,137.2
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,24741,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0.1,27504,0,-1,0,0,0,82,0,0,0,Brighton,Chelsea,Man City,Norwich,Liverpool,0,0,0,0,0
Dan,Burn,DEF,NEW,4400000,2,85,3.3,7.5E-07,1.93181818181818E-05,0,188976,7,24,0,0,0,1,0,19.3,3060,-1,0,85,1,1,0,4.2,6,0,8,0,1,1.1,279957,0,-1,0,1,2191,1829,0,0,403,Liverpool,Man City,Arsenal,Burnley,,4.8,4,4.3,3.1,87.8
Jack,Butland,GLK,CRY,4400000,0,19,0.575757575757576,1.30853994490358E-07,4.31818181818182E-06,0,156161,0,9,0,10,0,0,0,4.3,134,-1,0,19,1,0,0,0,3,0,0,0,0,0.4,147381,0,-1,1,1,495,28,0,0,81,Southampton,Watford,Aston Villa,Everton,Man Utd,0.3,0.3,0.6,0.3,10.9
Sam,Byram,DEF,NOR,4400000,1,18,0.545454545454545,1.2396694214876E-07,4.09090909090909E-06,0,4409,2,17,0,0,0,0,0,4.1,21,-1,0,18,1,0.5,0,2.2,0,0,2,0,0,0,3701,0,-1,0,0,718,32,0,0,122,Aston Villa,West Ham,Leicester,Wolverhampton,Tottenham,0.3,0.6,0.3,0.3,31.5
Willy,Caballero,GLK,SOU,4200000,0,2,0.0588235294117647,1.40056022408964E-08,4.76190476190476E-07,0,8281,1,5,0,6,0,0,0,0.5,22,-3,0,2,3,0,0,0,0,0,0,0,0,0,10244,0,-1,0,0,180,28,0,0,23,Crystal Palace,Brentford F.C.,Liverpool,Leicester,,0,0,0,0,5.4
Moises,Caicedo,MID,BHA,4500000,3,14,0.411764705882353,9.15032679738562E-08,3.11111111111111E-06,0,1391,1,5,0,0,0,0,0,3.1,58,0,0,14,0,0.6,0,2.8,0,0,2,0,1,0,2633,0,-1,0,0,419,130,0,0,65,Wolverhampton,Man Utd,Leeds United F.C.,West Ham,,0.2,0.2,0.2,0.2,16.8
Dominic,Calvert-Lewin,FWD,EVE,7700000,0,41,3.2,4.15584415584416E-07,5.32467532467532E-06,0,2108061,2,21,0,0,0,3,0,5.3,884,-3,0,41,3,0.1,1,1,5,0,3,0,1,2.8,1443303,0,-1,0,0,998,501,0,0,118,Chelsea,Leicester,Watford,Brentford F.C.,Crystal Palace,2.5,6.5,7.2,2.2,65.5
Chem,Campbell,MID,WOL,4400000,0,1,0.0303030303030303,6.8870523415978E-09,2.27272727272727E-07,0,37478,0,0,0,0,0,0,0,0.2,35,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.2,40477,0,-1,0,0,12,23,0,0,5,Brighton,Chelsea,Man City,Norwich,Liverpool,0,0,0,0,0.6
Joao Pedro Cavaco,Cancelo,DEF,MCI,7200000,5,185,5.8,8.05555555555556E-07,2.56944444444444E-05,0,2768431,7,20,0,0,0,1,0,25.7,7269,12,-1,185,-12,0.6,0,4.2,27,0,18,0,9,40.6,5516621,0,-1,0,6,2867,12047,1,0,748,Leeds United F.C.,Newcastle,Wolverhampton,West Ham,Aston Villa,7.6,14.8,7.1,7.5,214.9
Sergi,Canos,MID,BRE,5500000,0,78,2.6,4.72727272727273E-07,1.41818181818182E-05,0,453140,6,35,0,0,0,2,0,14.2,312,0,0,78,0,0,0,0.2,5,0,8,0,3,1.1,419244,1,-1,0,1,2061,5,0,0,258,Man Utd,Southampton,Everton,Leeds United F.C.,,0,0,1.6,2.1,106.5
Todd,Cantwell,MID,NOR,5300000,0,10,1.2,2.26415094339623E-07,1.88679245283019E-06,0,72421,2,15,0,0,0,0,0,1.9,8,-2,0,10,2,0,0,0,0,0,0,0,0,0.2,28054,0,-1,0,0,438,0,0,0,48,Aston Villa,West Ham,Leicester,Wolverhampton,Tottenham,0,0,0,0,10.3
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,195516,0,0,0,0,0,0,0,0,1125,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,292613,0,-1,0,0,0,203,0,0,0,Leeds United F.C.,Newcastle,Wolverhampton,West Ham,Aston Villa,0,0,0,0,0
Matthew,Cash,DEF,AVL,5300000,6,133,4,7.54716981132075E-07,2.50943396226415E-05,0,948098,8,42,0,0,0,3,0,25.1,5711,3,0,133,-3,0.8,0,4,11,0,13,0,3,10.6,1698410,0,-1,0,3,2927,21300,0,0,556,Norwich,Burnley,Liverpool,Crystal Palace,Burnley,4.4,10.2,9.6,5.3,144
,Casilla,GLK,LEE,4500000,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man City,Arsenal,Chelsea,Brighton,Brentford F.C.,0,0,0,0,0
Timothy,Castagne,DEF,LEI,5300000,1,56,2.5,4.71698113207547E-07,1.05660377358491E-05,0,192127,1,26,0,0,0,1,0,10.6,907,-2,0,56,2,0.4,0,2.2,4,0,4,0,0,1.1,203116,0,-1,0,1,1695,3136,0,0,275,Tottenham,Everton,Norwich,Watford,Chelsea,2.2,5.3,4.3,2.4,52
Craig,Cathcart,DEF,WAT,4200000,0,47,1.7,4.04761904761905E-07,1.11904761904762E-05,0,62383,3,49,0,0,0,0,0,11.2,284,-3,0,47,3,0.1,0,0.5,1,0,3,0,1,0.2,67886,0,-1,0,0,2210,134,0,0,367,Burnley,Crystal Palace,Everton,Leicester,Chelsea,1.4,2.4,1.1,1.8,55.5
Edinson,Cavani,FWD,MUN,8400000,0,30,2.5,2.97619047619048E-07,3.57142857142857E-06,0,628971,0,6,0,0,0,2,0,3.6,108,-1,0,30,1,0,0,0,2,0,1,0,1,1.6,168838,0,-1,0,0,610,12,0,0,94,Brentford F.C.,Brighton,Crystal Palace,,,0,2.3,0,1.7,41.3
,Cedric,DEF,ARS,4200000,1,31,0.939393939393939,2.23665223665224E-07,7.38095238095238E-06,0,46116,3,20,0,0,0,0,0,7.4,888,-3,0,31,3,0.3,0,1.2,0,0,3,0,0,0.5,61684,0,-1,0,0,1160,511,0,0,225,West Ham,Leeds United F.C.,Tottenham,Newcastle,Everton,0.5,1.1,0.5,0.6,54
Nathaniel,Chalobah,MID,WAT,5000000,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,-1,0,0,0,0,0,0,0,Burnley,Crystal Palace,Everton,Leicester,Chelsea,0,0,0,0,0
Trevoh,Chalobah,DEF,CHE,4700000,0,90,2.72727272727273,5.8027079303675E-07,1.91489361702128E-05,0,886976,2,8,0,0,0,3,0,19.1,3229,-3,0,90,3,0.3,0,1.4,10,0,8,0,1,2.5,944578,0,-1,0,3,1267,1119,0,0,352,Everton,Wolverhampton,Leeds United F.C.,Leicester,Watford,2.5,5.4,2.4,1.7,56.4
,Chamberlain,MID,LIV,5800000,0,42,1.27272727272727,2.19435736677116E-07,7.24137931034483E-06,0,34459,0,7,0,0,0,2,0,7.2,33,-2,0,42,2,0,0,0,2,0,3,0,1,0.2,35250,0,-1,0,0,777,16,0,0,148,Newcastle,Tottenham,Aston Villa,Southampton,Wolverhampton,0.6,1.2,0.6,0.7,54
Calum,Chambers,DEF,AVL,4200000,5,32,1,2.38095238095238E-07,7.61904761904762E-06,0,47986,1,11,0,0,0,1,0,7.6,154,-3,0,32,3,0.4,0,1.7,2,0,3,0,0,0.3,41179,0,-1,0,1,711,1112,0,0,149,Norwich,Burnley,Liverpool,Crystal Palace,Burnley,0.5,1.5,1.1,0.7,25.8
Kgaogelo,Chauke,MID,SOU,4500000,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,-1,0,0,0,9,0,0,0,Crystal Palace,Brentford F.C.,Liverpool,Leicester,,0,0,0,0,0
Daniel,Chesters,MID,WHU,4500000,0,1,0.0294117647058824,6.5359477124183E-09,2.22222222222222E-07,0,165,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,305,0,-1,0,0,1,6,0,0,3,Arsenal,Norwich,Man City,Brighton,,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5600000,0,54,9,1.60714285714286E-06,9.64285714285714E-06,0,2371476,0,2,0,0,0,3,0,9.6,238,-4,0,54,4,0,0,0,5,0,4,0,1,3,1605961,0,-1,0,2,540,17,0,0,158,Everton,Wolverhampton,Leeds United F.C.,Leicester,Watford,0,0,0,0,54
,Chiquinho,MID,WOL,5500000,0,8,0.242424242424242,4.40771349862259E-08,1.45454545454545E-06,0,711,0,0,0,0,0,0,0,1.5,11,0,0,8,0,0,0,0,0,0,0,0,1,0,862,0,-1,0,0,49,11,0,0,20,Brighton,Chelsea,Man City,Norwich,Liverpool,0.1,0.2,0.1,0.1,13
Hamza,Choudhury,MID,LEI,4400000,0,8,0.25,5.68181818181818E-08,1.81818181818182E-06,0,16593,1,4,0,0,0,0,0,1.8,17,-1,0,8,1,0,0,0,0,0,1,0,0,0.1,12468,0,-1,0,0,284,10,0,0,41,Tottenham,Everton,Norwich,Watford,Chelsea,0.1,0.2,0.2,0.1,5.3
Benjamin,Chrisene,MID,AVL,4500000,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,-1,0,0,0,4,0,0,0,Norwich,Burnley,Liverpool,Crystal Palace,Burnley,0,0,0,0,0
Andreas,Christensen,DEF,CHE,4600000,0,63,1.90909090909091,4.1501976284585E-07,1.3695652173913E-05,0,587562,2,11,0,0,0,0,0,13.7,1112,-4,0,63,4,0.3,0,1.2,3,0,8,0,0,1.4,574850,0,-1,0,0,1404,33,0,0,318,Everton,Wolverhampton,Leeds United F.C.,Leicester,Watford,0,3.2,1.4,1,39.7
Carney,Chukwuemeka,MID,AVL,4500000,0,13,0.40625,9.02777777777778E-08,2.88888888888889E-06,0,8449,0,3,0,0,0,0,0,2.9,31,0,0,13,0,0,0,0,0,0,0,0,1,0.1,8227,0,-1,0,0,186,24,0,0,39,Norwich,Burnley,Liverpool,Crystal Palace,Burnley,0.2,0.4,0.4,0.2,11.5
Ciaran,Clark,DEF,NEW,4400000,0,14,1.1,2.5E-07,3.18181818181818E-06,0,20174,2,27,0,0,0,0,0,3.2,11,-1,0,14,1,0,0,0,1,0,0,0,1,0.1,12774,0,-1,0,0,1012,3,0,1,131,Liverpool,Man City,Arsenal,Burnley,,0,0,0,0,33.1
Tom,Cleverley,MID,WAT,4800000,0,45,1.7,3.54166666666667E-07,9.375E-06,0,29184,2,35,0,0,0,0,0,9.4,21,-2,0,45,2,0.2,0,0.8,0,0,2,0,2,0.1,23446,0,-1,0,0,1470,9,0,0,185,Burnley,Crystal Palace,Everton,Leicester,Chelsea,1.2,2,0.9,0.9,64.3
Nathaniel,Clyne,DEF,CRY,4300000,6,42,1.27272727272727,2.95983086680761E-07,9.76744186046512E-06,0,12716,1,8,0,0,0,0,0,9.8,308,-2,0,42,2,1,0,4.4,2,0,4,0,1,0.3,26480,0,-1,0,0,991,4467,0,0,190,Southampton,Watford,Aston Villa,Everton,Man Utd,0.6,0.6,1.2,0.9,23.4
Conor,Coady,DEF,WOL,4800000,0,128,3.8,7.91666666666667E-07,2.66666666666667E-05,0,1426124,4,32,0,0,0,3,0,26.7,28506,3,0,128,-3,0.3,0,1.3,9,0,11,0,0,14.9,2198708,0,-1,0,1,3046,4780,0,0,614,Brighton,Chelsea,Man City,Norwich,Liverpool,4.2,10.2,4,5,85.9
Seamus,Coleman,DEF,EVE,4900000,5,72,2.8,5.71428571428571E-07,1.46938775510204E-05,0,173538,3,44,0,0,0,1,0,14.7,312,-1,0,72,1,0.5,0,2.3,6,0,6,0,1,0.7,168412,0,-1,0,2,2303,3603,0,0,383,Chelsea,Leicester,Watford,Brentford F.C.,Crystal Palace,3.5,3.7,6.5,2.4,80.1
Nathan,Collins,DEF,BUR,4300000,1,49,1.48484848484848,3.45313601127555E-07,1.13953488372093E-05,0,15618,2,19,0,0,0,2,0,11.4,928,-2,0,49,2,1.2,0,5,1,0,5,0,0,0.4,41748,0,-1,0,1,1310,1833,0,1,235,Watford,Aston Villa,Tottenham,Aston Villa,Newcastle,0.7,1,1.8,0.9,62.1
Aaron,Connolly,FWD,BHA,5300000,0,5,1.2,2.26415094339623E-07,9.43396226415094E-07,0,32672,0,1,0,0,0,0,0,0.9,10,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,19775,0,-1,0,0,154,0,0,0,12,Wolverhampton,Man Utd,Leeds United F.C.,West Ham,,0,0,0,0,3.1
Kamil,Conteh,MID,WAT,4500000,0,0,0,0,0,0,6879,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,14430,0,-1,0,0,0,0,0,0,0,Burnley,Crystal Palace,Everton,Leicester,Chelsea,0,0,0,0,0
Liam,Cooper,DEF,LEE,4400000,0,56,3.1,7.04545454545455E-07,1.27272727272727E-05,0,80620,4,21,0,0,0,0,0,12.7,232,-1,0,56,1,1,0,4.3,5,0,5,0,2,0.2,67054,0,-1,0,1,1544,104,0,0,318,Man City,Arsenal,Chelsea,Brighton,Brentford F.C.,0,6.9,3.3,3.5,49.2
Jack,Cork,MID,BUR,4400000,10,40,1.21212121212121,2.75482093663912E-07,9.09090909090909E-06,0,23958,4,19,0,0,0,1,0,9.1,46,-1,0,40,1,0.6,0,2.7,3,0,6,0,0,0.1,20659,0,-1,0,1,1310,214,0,0,116,Watford,Aston Villa,Tottenham,Aston Villa,Newcastle,0.8,0.6,1.2,0.8,28.8
Maxwel,Cornet,MID,BUR,5800000,0,82,3.7,6.37931034482759E-07,1.41379310344828E-05,0,546568,2,20,0,0,0,7,0,14.1,3977,-2,1,82,2,0.5,1,2.8,7,0,5,0,1,0.8,598052,0,-1,0,2,1476,22,-1,0,194,Watford,Aston Villa,Tottenham,Aston Villa,Newcastle,0,3.8,6,4.5,108
,Costa,MID,LEE,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,15084,0,0,0,0,0,0,0,0.2,2,-1,0,1,1,0,0,0,0,0,0,0,0,0,1668,0,-1,0,0,21,0,0,0,1,Man City,Arsenal,Chelsea,Brighton,Brentford F.C.,0,0,0,0,0
Dara,Costelloe,MID,BUR,4500000,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,-1,0,0,0,5,0,0,0,Watford,Aston Villa,Tottenham,Aston Villa,Newcastle,0,0,0,0,0
Vladimir,Coufal,DEF,WHU,4700000,4,65,2.6,5.53191489361702E-07,1.38297872340426E-05,0,1457203,2,32,0,0,0,0,0,13.8,411,-3,0,65,3,0.3,0,1.4,3,0,5,0,4,3.1,717624,0,-1,0,1,1947,879,0,1,348,Arsenal,Norwich,Man City,Brighton,,3.1,1.8,3.4,2.5,88
,Coutinho,MID,AVL,7100000,3,69,2.15625,3.03697183098592E-07,9.71830985915493E-06,0,1927722,0,13,0,0,0,4,0,9.7,23073,1,-1,69,-1,0.4,0,2.7,7,0,6,0,3,13,3074145,0,-1,0,2,1068,7446,1,0,237,Norwich,Burnley,Liverpool,Crystal Palace,Burnley,1.9,2.7,3.5,1.1,98.2
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,0,-1,0,0,0,0,0,0,0,Arsenal,Norwich,Man City,Brighton,,0,0,0,0,0
Matthew,Cox,GLK,BRE,4000000,0,0,0,0,0,0,140300,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,143949,0,-1,0,0,0,40,0,0,0,Man Utd,Southampton,Everton,Leeds United F.C.,,0,0,0,0,0
Matthew,Craig,MID,TOT,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,0,0,0,4,0,0,0,Leicester,Liverpool,Arsenal,Burnley,Norwich,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5500000,0,107,3.8,6.90909090909091E-07,1.94545454545455E-05,0,1921199,3,33,0,0,0,2,0,19.5,6563,0,0,107,0,0.5,0,2.8,17,0,6,0,4,8.1,1195401,0,-1,0,1,2456,2326,0,0,522,Arsenal,Norwich,Man City,Brighton,,5.2,3.4,5.4,4.3,121.3
Charlie,Cresswell,DEF,LEE,4000000,0,4,0.121212121212121,3.03030303030303E-08,1E-06,0,51910,1,4,0,0,0,0,0,1,88,0,0,4,0,0,0,0,0,0,0,0,0,0.3,63696,0,-1,0,0,140,68,0,0,19,Man City,Arsenal,Chelsea,Brighton,Brentford F.C.,0.1,0.2,0.1,0.1,3.3
,Cucho,FWD,WAT,5000000,0,61,1.84848484848485,3.6969696969697E-07,1.22E-05,0,592438,3,33,0,0,0,5,0,12.2,6871,0,0,61,0,0,0,0.2,8,0,1,0,2,2,681946,1,-1,0,1,1120,205,0,0,245,Burnley,Crystal Palace,Everton,Leicester,Chelsea,0,0,0,1,98.5
Marc,Cucurella,DEF,BHA,4900000,6,108,3.4,6.93877551020408E-07,2.20408163265306E-05,0,521614,6,37,0,0,0,0,0,22,4823,-1,0,108,1,0.7,0,3.4,19,0,10,0,1,3.2,778549,0,-1,0,1,2819,4704,0,0,595,Wolverhampton,Man Utd,Leeds United F.C.,West Ham,,4,3.5,4.2,4.6,135.5
Luke,Cundle,MID,WOL,4400000,0,6,0.181818181818182,4.13223140495868E-08,1.36363636363636E-06,0,11608,0,1,0,0,0,0,0,1.4,7,-1,0,6,1,0.2,0,0.7,0,0,1,0,0,0.1,11886,0,-1,0,0,174,4,0,0,29,Brighton,Chelsea,Man City,Norwich,Liverpool,0.1,0.2,0.1,0.1,5.1
Patrick,Cutrone,FWD,WOL,5000000,0,0,0,0,0,0,17115,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,-1,0,0,0,0,0,0,0,Brighton,Chelsea,Man City,Norwich,Liverpool,0,0,0,0,0
Patson,Daka,FWD,LEI,7000000,2,60,1.875,2.67857142857143E-07,8.57142857142857E-06,0,490019,2,18,0,0,0,4,0,8.6,1102,-5,0,60,5,0.2,0,1.6,5,0,3,0,3,1.3,466234,0,-1,0,1,1064,1353,0,0,185,Tottenham,Everton,Norwich,Watford,Chelsea,0.9,3.7,2.7,1.8,79
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,-1,0,0,0,0,0,0,0,Tottenham,Everton,Norwich,Watford,Chelsea,0,0,0,0,0
Stuart,Dallas,MID,LEE,4900000,1,80,2.4,4.89795918367347E-07,1.63265306122449E-05,0,1168097,5,66,0,0,0,1,0,16.3,1954,-6,0,80,6,0.5,0,2.3,6,0,5,0,1,2.8,301560,0,-1,0,0,2920,93,0,0,473,Man City,Arsenal,Chelsea,Brighton,Brentford F.C.,0,0,0,0,141.8
,Dalot,DEF,MUN,4200000,0,48,1.37142857142857,3.26530612244898E-07,1.14285714285714E-05,0,504713,2,24,0,0,0,0,0,11.4,2534,-3,0,48,3,0.2,0,0.7,5,0,4,0,0,1.6,630292,0,-1,0,0,1539,978,0,0,326,Brentford F.C.,Brighton,Crystal Palace,,,1.2,1,0,0.7,72.7
Karl,Darlow,GLK,NEW,4500000,0,20,0.588235294117647,1.30718954248366E-07,4.44444444444444E-06,0,79442,1,15,0,24,0,0,0,4.4,102,0,0,20,0,0,0,0,3,0,0,0,0,0.3,46074,0,-1,0,0,720,24,0,0,110,Liverpool,Man City,Arsenal,Burnley,,0.5,0.3,0.3,0.3,15.8
Pelenda Joshua,Dasilva,MID,BRE,5300000,0,3,0.0882352941176471,1.66481687014428E-08,5.66037735849057E-07,0,2316,0,4,0,0,0,0,0,0.6,2,-2,0,3,2,0,0,0.2,0,0,0,0,0,0,1128,0,-1,0,0,146,9,0,1,12,Man Utd,Southampton,Everton,Leeds United F.C.,,0,0,0,0,4.4
Ben,Davies,DEF,LIV,4000000,0,0,0,0,0,0,24979,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1080,0,-1,0,0,0,0,0,0,0,Newcastle,Tottenham,Aston Villa,Southampton,Wolverhampton,0,0,0,0,0
Ben,Davies,DEF,TOT,4500000,1,87,3.5,7.77777777777778E-07,1.93333333333333E-05,0,246353,4,29,0,0,0,1,0,19.3,2685,0,0,87,0,1,0,4.6,3,0,9,0,2,3,475156,0,-1,0,1,2186,4826,0,0,414,Leicester,Liverpool,Arsenal,Burnley,Norwich,3.9,8.8,4.4,3.3,82.7
Tom,Davies,MID,EVE,4800000,0,11,0.34375,7.16145833333333E-08,2.29166666666667E-06,0,11510,0,5,0,0,0,1,0,2.3,7,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6181,0,-1,0,0,154,6,0,0,39,Chelsea,Leicester,Watford,Brentford F.C.,Crystal Palace,0.2,0.4,0.4,0.2,15
Keinan,Davis,FWD,AVL,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,419525,0,0,0,0,0,0,0,0.2,409,0,0,1,0,0,0,0,0,0,0,0,0,1.5,347758,0,-1,0,0,11,0,0,0,2,Norwich,Burnley,Liverpool,Crystal Palace,Burnley,0,0,0,0,0.1
Craig,Dawson,DEF,WHU,4900000,0,79,2.5,5.10204081632653E-07,1.61224489795918E-05,0,165460,4,38,0,0,0,2,0,16.1,2965,-1,0,79,1,0.2,0,0.8,1,0,5,0,2,0.8,204345,0,-1,0,0,2506,196,0,1,415,Arsenal,Norwich,Man City,Brighton,,3,1.7,3.2,2.3,104.5
Lucas,De Bolle,MID,NEW,4400000,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,972,0,-1,0,0,0,14,0,0,0,Liverpool,Man City,Arsenal,Burnley,,0,0,0,0,0
Kevin,De Bruyne,MID,MCI,11900000,0,158,4.78787878787879,4.02342755283932E-07,1.32773109243697E-05,0,2018670,0,17,0,0,0,11,0,13.3,10531,-1,0,158,1,0.5,0,6,28,0,12,0,6,10.2,2649424,0,-1,0,3,1836,22333,0,0,570,Leeds United F.C.,Newcastle,Wolverhampton,West Ham,Aston Villa,4.8,11.9,3.9,5.3,249
David,de Gea,GLK,MUN,5100000,0,123,3.5,6.86274509803922E-07,2.41176470588235E-05,0,1514662,0,52,0,120,0,0,0,24.1,14730,1,0,123,-1,0.3,0,1.3,7,0,7,0,0,9.7,1938215,0,-1,2,2,3150,1152,0,0,617,Brentford F.C.,Brighton,Crystal Palace,,,4.6,4.3,0,2.9,90.8
Troy,Deeney,FWD,WAT,5400000,0,2,1,1.85185185185185E-07,3.7037037037037E-07,0,261487,0,1,0,0,0,0,0,0.4,10,-1,0,2,1,0,0,0,0,0,0,0,0,0.3,36912,0,-1,0,0,23,0,0,0,5,Burnley,Crystal Palace,Everton,Leicester,Chelsea,0,0,0,0,2.7
Liam,Delap,FWD,MCI,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,19594,0,0,0,0,0,0,0,0.2,683,0,0,1,0,0,0,0,0,0,0,0,0,0.3,40960,0,-1,0,0,8,642,0,0,2,Leeds United F.C.,Newcastle,Wolverhampton,West Ham,Aston Villa,0.6,1,0.5,0.5,0.1
,Dele,MID,EVE,6200000,1,32,1,1.61290322580645E-07,5.16129032258064E-06,0,457476,4,19,0,0,0,1,0,5.2,145,-3,0,32,3,0,0,0.2,1,0,3,0,0,1,383809,0,-1,0,0,874,62,0,0,96,Chelsea,Leicester,Watford,Brentford F.C.,Crystal Palace,0.5,1,1.1,0.5,41.5
Ayotomiwa,Dele-Bashiru,MID,WAT,4500000,0,0,0,0,0,0,3276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Burnley,Crystal Palace,Everton,Leicester,Chelsea,0,0,0,0,0
Fabian,Delph,MID,EVE,4200000,2,13,0.40625,9.67261904761905E-08,3.0952380952381E-06,0,118736,2,5,0,0,0,0,0,3.1,2109,-3,0,13,3,0.3,0,1.2,0,0,2,0,0,1,183968,0,-1,0,0,490,4920,0,0,80,Chelsea,Leicester,Watford,Brentford F.C.,Crystal Palace,0.2,0.4,0.4,0.2,13.3
Leander,Dendoncker,MID,WOL,4600000,2,63,2.3,5E-07,1.3695652173913E-05,0,62572,4,19,0,0,0,1,0,13.7,303,-4,0,63,4,0.3,0,1.3,3,0,5,0,3,0.3,67690,0,-1,0,1,1676,118,0,0,270,Brighton,Chelsea,Man City,Norwich,Liverpool,1.4,2.7,2,1.2,68.5
