FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1417,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,-1,0,0,0,12,0,0,0,West Ham,Wolverhampton,Man Utd,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5700000,3,17,0.708333333333333,1.24269005847953E-07,2.98245614035088E-06,0,20327,2,4,0,0,0,1,0,3,105,-3,0,17,3,0.1,0,0.6,1,0,2,0,0,0.1,11939,0,-1,0,0,376,90,0,0,65,Southampton,West Brom,Chelsea,Burnley,Crystal Palace,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,866177,0,3,0,0,0,0,0,1.3,2999,-1,0,5,1,0,0,0,0,0,0,0,0,4.6,319447,0,-1,0,0,205,0,0,0,30,West Brom,Leicester,Southampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,2,69,3.5,4.72972972972973E-07,9.32432432432433E-06,0,164206,3,7,0,0,0,2,0,9.3,7632,-1,0,69,1,0.6,0,4.3,4,0,10,0,4,1.5,209274,0,-1,0,1,1561,8353,0,0,305,West Ham,Wolverhampton,Man Utd,Southampton,Fulham,6.7,6.2,3.1,0,2.7,3.3,2.5,0,2.4,3.4,3,3.2,3,101.5
Ryan,Bertrand,DEF,SOU,5000000,2,64,2.7,5.4E-07,1.28E-05,0,160871,5,39,0,0,0,0,0,12.8,859,0,0,64,0,0.3,0,1.3,2,0,7,0,1,0.9,118081,0,-1,0,0,2148,2603,0,0,309,Everton,Sheffield United,Man City,Brighton,Burnley,2.1,4.8,2.6,0,2.4,2.6,2.9,0,2.5,2.8,2.9,2.4,2.6,55.4
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5468,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Liverpool,Man City,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4400000,2,51,2.1,4.77272727272727E-07,1.15909090909091E-05,0,529045,6,29,0,0,0,1,0,11.6,1057,-1,0,51,1,0.5,0,2.4,2,0,7,0,0,1.5,333044,0,-1,0,0,2032,1791,0,1,310,West Brom,Leicester,Southampton,Newcastle,Man Utd,1.7,1,1.3,1.5,1.2,1.1,1.4,2.1,1.3,1.3,1.2,1,1.4,63
Jayden,Bogle,DEF,SHU,4300000,0,28,1.12,2.6046511627907E-07,6.51162790697674E-06,0,14560,1,14,0,0,0,2,0,6.5,592,-2,0,28,2,0.1,0,0.6,0,0,1,0,0,0.1,12094,0,-1,0,1,713,15,0,0,115,Liverpool,Aston Villa,Southampton,Leicester,Leeds United F.C.,0,0,0.6,0,0.6,0.8,0.7,0.6,0.6,0.7,0.6,0.6,0.6,44.9
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Aston Villa,West Ham,Chelsea,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5400000,0,58,3.6,6.66666666666667E-07,1.07407407407407E-05,0,260610,1,21,0,0,0,1,0,10.7,854,-1,0,58,1,0,0,0,4,0,5,0,1,1.2,156349,0,-1,0,0,1440,151,0,0,293,Newcastle,Man City,Aston Villa,Liverpool,West Ham,7.3,4,4.7,0,4.6,3.8,4.2,3.8,4,4,3.3,3.4,4.3,48.8
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,28120,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,Newcastle,Man City,Aston Villa,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4766,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Everton,Sheffield United,Man City,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6000000,1,93,3.6,6E-07,1.55E-05,0,727716,0,23,0,0,0,5,0,15.5,2425,-5,0,93,5,0.3,0,1.6,5,0,7,0,3,1.6,700503,0,-1,0,2,1836,1320,0,0,283,Man City,Leeds United F.C.,Man Utd,Arsenal,Wolverhampton,2.1,3.2,2.7,2.9,2.9,2.5,3.4,3.4,3.9,2.9,3.6,3.8,3.7,124
Robbie,Brady,MID,BUR,5000000,0,42,2.5,5E-07,8.4E-06,0,15639,3,6,0,0,0,1,0,8.4,67,0,0,42,0,0,0,0.1,3,0,7,0,1,0.1,13046,0,-1,0,0,1001,14,0,0,148,Tottenham,Leicester,Arsenal,Everton,Southampton,0,0,2.3,0,1.7,2,1.5,1.6,1.7,2,1.8,1.4,2.6,46.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,322885,0,0,0,0,0,0,0,0,658,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,140402,0,-1,0,0,0,0,0,0,0,Southampton,West Brom,Chelsea,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1812,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,West Ham,Wolverhampton,Man Utd,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4400000,1,24,0.96,2.18181818181818E-07,5.45454545454545E-06,0,1311657,0,10,0,0,0,0,0,5.5,9133,-1,0,24,1,0.1,0,0.4,0,0,1,0,0,6.3,1373105,0,-1,0,0,786,10000,0,0,55,Liverpool,Aston Villa,Southampton,Leicester,Leeds United F.C.,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,31.1
Nathan,Broadhead,MID,EVE,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,3,0,0,0,Southampton,West Brom,Chelsea,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Brownhill,MID,BUR,4900000,4,49,2.2,4.48979591836735E-07,1E-05,0,8905,1,23,0,0,0,0,0,10,40,-1,0,49,1,0.2,0,1.1,0,0,8,0,0,0,7640,0,-1,0,0,1870,86,0,0,229,Tottenham,Leicester,Arsenal,Everton,Southampton,2.3,1.3,1.9,0,1.4,1.7,1.2,1.3,1.4,1.6,1.4,1.1,2.1,63.4
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,-1,0,0,0,35,0,0,0,Liverpool,Aston Villa,Southampton,Leicester,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bryan,DEF,FUL,4600000,1,13,0.52,1.1304347826087E-07,2.82608695652174E-06,0,67721,2,13,0,0,0,0,0,2.8,155,-4,0,13,4,0,0,0.1,0,0,0,0,1,0.3,15804,0,-1,0,0,464,49,0,0,88,Crystal Palace,Tottenham,Liverpool,Man City,Leeds United F.C.,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,17.5
Kean,Bryan,DEF,SHU,3900000,5,19,0.76,1.94871794871795E-07,4.87179487179487E-06,0,36215,0,8,0,0,0,1,0,4.9,662,-1,0,19,1,0.4,0,1.6,0,0,1,0,0,0.4,60032,1,-1,0,0,564,1385,0,0,88,Liverpool,Aston Villa,Southampton,Leicester,Leeds United F.C.,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.6
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,-1,0,0,0,83,0,0,0,Newcastle,Man City,Aston Villa,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Burke,MID,SHU,4200000,2,36,1.44,3.42857142857143E-07,8.57142857142857E-06,0,362746,2,15,0,0,0,1,0,8.6,2793,-3,0,36,3,0.3,0,1.4,0,0,1,0,2,1.6,401239,0,-1,0,0,961,3526,0,0,88,Liverpool,Aston Villa,Southampton,Leicester,Leeds United F.C.,1.4,0.9,0.7,0,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.7,1,57.9
Dan,Burn,DEF,BHA,4200000,2,37,1.48,3.52380952380952E-07,8.80952380952381E-06,0,67738,5,18,0,0,0,0,0,8.8,956,-3,0,37,3,0.8,0,3.2,0,0,4,0,0,0.7,68342,1,-1,0,0,1379,1578,0,0,177,West Brom,Leicester,Southampton,Newcastle,Man Utd,1.2,0.8,0.7,0.8,1.2,0.7,0.8,0.8,0.7,1.2,1.1,1.4,1.3,44.7
Jack,Butland,GLK,CRY,4500000,0,0,0,0,0,0,4279,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5278,0,-1,0,0,0,38,0,0,0,Fulham,Man Utd,Tottenham,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,WBA,4000000,0,2,0.08,2E-08,5E-07,0,276930,0,2,0,4,0,0,0,0.5,1479,0,0,2,0,0,0,0,0,0,0,0,0,3.5,207596,0,-1,0,0,90,351,0,0,18,Brighton,Everton,Newcastle,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,299470,0,0,0,0,0,0,0,0.3,1351,-1,0,1,1,0,0,0,0,0,0,0,0,1.7,256762,0,-1,0,0,22,0,0,0,2,Newcastle,Man City,Aston Villa,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Willy,Caballero,GLK,CHE,4600000,0,1,0.04,8.69565217391304E-09,2.17391304347826E-07,0,21586,0,3,0,0,0,0,0,0.2,71,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,5663,0,-1,0,0,90,15,0,0,7,Man Utd,Liverpool,Everton,Leeds United F.C.,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,16,33,1.32,2.93333333333333E-07,7.33333333333333E-06,0,20650,1,23,0,0,0,1,0,7.3,255,0,0,33,0,1,0,4.3,4,0,2,0,0,0.2,22763,0,-1,0,1,1080,722,0,0,184,Fulham,Man Utd,Tottenham,West Brom,Everton,1.8,0.7,1,0,0.7,0.7,0.7,0.8,1.3,0.7,0.9,1,0.9,36.1
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,-1,0,0,0,14,0,0,0,West Brom,Leicester,Southampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,-1,0,0,0,14,0,0,0,Sheffield United,Chelsea,Fulham,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,1.08,2.07692307692308E-07,5.19230769230769E-06,0,27371,2,15,0,0,0,1,0,5.2,65,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,11174,0,-1,0,0,758,59,0,0,160,Crystal Palace,Tottenham,Liverpool,Man City,Leeds United F.C.,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,57.3
,Callum Robinson,FWD,WBA,5400000,0,52,2.5,4.62962962962963E-07,9.62962962962963E-06,0,221894,0,33,0,0,0,2,0,9.6,2324,-1,0,52,1,0,0,0,4,0,2,0,3,0.6,236694,0,-1,0,1,1178,600,0,0,169,Brighton,Everton,Newcastle,Crystal Palace,Chelsea,3.6,2.6,2.3,0,1.6,2.3,2.2,1.8,2.1,2.1,2.1,1.7,2,54.4
Dominic,Calvert-Lewin,FWD,EVE,7800000,4,128,5.6,7.17948717948718E-07,1.64102564102564E-05,0,5691279,3,26,0,0,0,13,0,16.4,45485,8,0,128,-8,0.5,0,4.1,16,0,7,0,6,43,7877828,0,-1,0,3,1971,29324,0,0,423,Southampton,West Brom,Chelsea,Burnley,Crystal Palace,14.7,6.5,5.6,0,7,7.8,5.5,7.5,4.8,6.7,7,6.2,5.9,176
Leonardo,Campana,FWD,WOL,4800000,0,0,0,0,0,0,39710,0,0,0,0,0,0,0,0,297,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,26899,0,-1,0,0,0,232,0,0,0,Newcastle,Man City,Aston Villa,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,6200000,2,109,5.2,8.38709677419355E-07,1.75806451612903E-05,0,870838,4,9,0,0,0,1,0,17.6,72808,7,-1,109,-7,0.5,0,3.3,13,0,12,0,2,25.9,2794919,0,-1,0,1,1792,12806,1,0,464,West Ham,Wolverhampton,Man Utd,Southampton,Fulham,14.8,13.6,6.6,0,6.5,6.2,6.8,0,5.8,6.3,5.4,6.3,5.1,127.5
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,22719,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0.3,34267,0,-1,0,0,0,40,0,0,0,Aston Villa,West Ham,Chelsea,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,7,1.2,1.73913043478261E-07,1.01449275362319E-06,0,22287,0,1,0,0,0,0,0,1,320,-1,0,7,1,0,0,0.3,0,0,0,0,0,0.1,23749,0,-1,0,0,160,171,0,0,14,Burnley,Fulham,Crystal Palace,Arsenal,Aston Villa,1.2,0.8,0.6,0.6,0.8,0.6,0.7,0,0.8,0.6,0.6,0.6,0.7,12.8
Andy,Carroll,FWD,NEW,5100000,0,26,1.04,2.03921568627451E-07,5.09803921568627E-06,0,94893,1,8,0,0,0,1,0,5.1,518,-4,1,26,4,0.1,0,0.4,3,0,1,0,1,0.3,74187,0,-1,0,0,371,434,-1,0,66,Wolverhampton,West Brom,Aston Villa,Brighton,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,27.1
Scott,Carson,GLK,MCI,3900000,0,0,0,0,0,0,5516,0,0,0,0,0,0,0,0,626,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,13303,0,-1,0,0,0,1094,0,0,0,West Ham,Wolverhampton,Man Utd,Southampton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,33696,0,0,0,0,0,0,0,0,64,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,Burnley,Fulham,Crystal Palace,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,3900000,0,0,0,0,0,0,112197,0,0,0,0,0,0,0,0,599,-1,0,0,1,0,0,0,0,0,0,0,0,1,110656,0,-1,0,0,0,218,0,0,0,Aston Villa,West Ham,Chelsea,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,0,85,4,8E-07,1.7E-05,0,182822,5,24,0,0,0,0,0,17,4652,0,0,85,0,0.4,0,2.2,8,0,11,0,2,0.8,204739,0,-1,0,1,1822,74,0,0,408,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,Tottenham,0,0,0,4.1,4.6,5.4,5.4,4.7,4.5,4.5,4.4,4.4,3.9,76.6
,Casilla,GLK,LEE,4200000,0,2,0.08,1.9047619047619E-08,4.76190476190476E-07,0,136918,0,1,0,1,0,0,0,0.5,346,-3,0,2,3,0,0,0,0,0,0,0,0,0.8,30731,0,-1,0,0,90,115,0,0,12,Aston Villa,West Ham,Chelsea,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Timothy,Castagne,DEF,LEI,5700000,3,59,3.7,6.49122807017544E-07,1.03508771929825E-05,0,1794463,1,18,0,0,0,1,0,10.4,1865,2,0,59,-2,0.1,0,0.8,4,0,4,0,3,4,1709294,0,-1,0,2,1355,3382,0,0,280,Arsenal,Burnley,Brighton,Sheffield United,Man City,8,4.4,3.8,0,4.9,4.7,4.1,4,3.5,3.4,4.7,3.6,3.5,59.4
,Cavaleiro,MID,FUL,5300000,3,63,2.5,4.71698113207547E-07,1.18867924528302E-05,0,35606,2,24,0,0,0,3,0,11.9,334,-2,0,63,2,0.3,1,1.6,4,0,5,0,0,0.1,32688,0,-1,0,1,1643,62,0,0,177,Crystal Palace,Tottenham,Liverpool,Man City,Leeds United F.C.,3,1.5,1.3,1.7,1.6,2,1.8,0,1.8,2.2,1.7,1.5,2,107.7
Edinson,Cavani,FWD,MUN,7900000,2,60,3.3,4.17721518987342E-07,7.59493670886076E-06,0,909276,1,9,0,0,0,6,0,7.6,21609,-1,0,60,1,0.4,0,2.8,6,0,4,0,2,2.6,1072085,0,-1,0,1,919,1213,0,0,222,Chelsea,Crystal Palace,Man City,West Ham,Brighton,6.2,2.4,2.6,0,3,3.1,2.8,3.2,3.2,2.9,2.7,3,2.9,76.1
,Ceballos,MID,ARS,4700000,0,39,1.56,3.31914893617021E-07,8.29787234042553E-06,0,243105,3,14,0,0,0,0,0,8.3,298,-3,0,39,3,0.3,0,1.5,3,0,4,0,2,0.7,140669,0,-1,0,0,1107,129,0,0,229,Leicester,Burnley,Tottenham,West Ham,Liverpool,0.8,1.1,0.8,0.8,0.8,1.3,0.8,0.8,0.9,0.9,0.8,0.8,0.8,58.3
,Cedric,DEF,ARS,4600000,2,26,1.04,2.26086956521739E-07,5.65217391304348E-06,0,47972,1,7,0,0,0,0,0,5.7,468,-4,0,26,4,0.3,0,1.2,3,0,2,0,1,0.3,25614,0,-1,0,0,609,689,0,0,111,Leicester,Burnley,Tottenham,West Ham,Liverpool,0.6,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,25.5
,Chamberlain,MID,LIV,6300000,0,10,0.4,6.34920634920635E-08,1.58730158730159E-06,0,6922,0,5,0,0,0,0,0,1.6,86,-2,0,10,2,0,0,0.3,0,0,0,0,1,0,5052,0,-1,0,0,185,59,0,0,28,Sheffield United,Chelsea,Fulham,Wolverhampton,Arsenal,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.1
Calum,Chambers,DEF,ARS,4500000,0,0,0,0,0,0,3022,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2779,0,-1,0,0,0,70,0,0,0,Leicester,Burnley,Tottenham,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kgaogelo,Chauke,MID,SOU,4400000,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,559,0,-1,0,0,0,55,0,0,0,Everton,Sheffield United,Man City,Brighton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5800000,5,92,4.8,8.27586206896552E-07,1.58620689655172E-05,0,3018689,3,18,0,0,0,2,0,15.9,16245,3,0,92,-3,0.2,0,1.2,7,0,8,0,4,12.8,3679898,0,-1,0,1,1576,3590,0,0,371,Man Utd,Liverpool,Everton,Leeds United F.C.,West Brom,12.5,4.4,5.1,0,6.4,5.3,5.8,6.2,6.2,6,6.4,5.6,6.3,95.9
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Chelsea,Crystal Palace,Man City,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4700000,2,12,0.48,1.02127659574468E-07,2.5531914893617E-06,0,7039,1,2,0,0,0,0,0,2.6,42,-3,0,12,3,0.4,0,1.7,0,0,2,0,0,0,3144,0,-1,0,0,300,22,0,0,53,Arsenal,Burnley,Brighton,Sheffield United,Man City,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Andreas,Christensen,DEF,CHE,4700000,9,20,0.8,1.70212765957447E-07,4.25531914893617E-06,0,28282,1,11,0,0,0,0,0,4.3,211,-3,0,20,3,0.6,0,3,3,0,2,0,0,0.2,15463,0,-1,0,0,729,1418,0,1,142,Man Utd,Liverpool,Everton,Leeds United F.C.,West Brom,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.4
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10207,0,0,0,0,0,0,0,0,7,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Liverpool,Man City,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carney,Chukwuemeka,MID,AVL,4500000,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,-1,0,0,0,29,0,0,0,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,1,31,2.1,4.66666666666667E-07,6.88888888888889E-06,0,51907,3,25,0,0,0,1,0,6.9,352,0,0,31,0,0.2,0,0.8,0,0,2,0,0,0.1,56759,0,-1,0,0,1294,232,0,0,189,Wolverhampton,West Brom,Aston Villa,Brighton,Tottenham,2.4,1.9,1.9,1.7,1.6,1.5,2,2,2,1.8,2.5,1.8,1.8,40.5
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,West Brom,Leicester,Southampton,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,-1,0,0,0,10,0,0,0,Sheffield United,Chelsea,Fulham,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,28,2.2,4.88888888888889E-07,6.22222222222222E-06,0,54031,2,22,0,0,0,0,0,6.2,676,0,0,28,0,0.1,0,0.5,0,0,2,0,1,0.1,59906,0,-1,0,0,1145,6,0,0,172,Fulham,Man Utd,Tottenham,West Brom,Everton,0,0,2.2,0,1.6,1.7,1.2,1.8,2.7,1.4,2.1,2.2,2.1,27.2
Conor,Coady,DEF,WOL,4800000,9,74,2.8,5.83333333333333E-07,1.54166666666667E-05,0,726628,4,36,0,0,0,1,0,15.4,3017,-2,0,74,2,1,0,4.6,3,0,7,0,0,4.6,420558,0,-1,0,0,2313,2927,0,0,415,Newcastle,Man City,Aston Villa,Liverpool,West Ham,5,2.8,3.3,0,3.3,2.6,2.9,2.6,2.7,2.7,2.2,2.3,3,54.7
Seamus,Coleman,DEF,EVE,4800000,0,31,1.29166666666667,2.69097222222222E-07,6.45833333333333E-06,0,251911,0,15,0,0,0,0,0,6.5,1315,-2,0,31,2,0.2,0,1.1,1,0,2,0,1,0.8,223747,0,-1,0,0,881,404,0,0,175,Southampton,West Brom,Chelsea,Burnley,Crystal Palace,1.7,0.7,0.6,0,0.7,0.9,0.6,1.1,0.7,1,0.6,0.9,1.2,34.7
Aaron,Connolly,FWD,BHA,5200000,2,36,1.44,2.76923076923077E-07,6.92307692307692E-06,0,107479,0,15,0,0,0,2,0,6.9,404,-3,0,36,3,0.2,0,1,2,0,1,0,1,0.3,83056,0,-1,0,0,715,562,0,0,87,West Brom,Leicester,Southampton,Newcastle,Man Utd,0,0.7,0.8,1.1,0.8,0.7,0.7,1,0.7,0.7,0.7,0.7,0.9,45
Liam,Cooper,DEF,LEE,4300000,2,51,2.5,5.81395348837209E-07,1.18604651162791E-05,0,94162,3,36,0,0,0,1,0,11.9,557,-2,0,51,2,0.7,0,3,2,0,5,0,0,0.4,66735,0,-1,0,0,1781,727,0,0,400,Aston Villa,West Ham,Chelsea,Fulham,Sheffield United,2.4,2.6,2,2.5,2.2,2.8,2.6,2.3,2.3,2,2,1.7,2.4,80.1
Theo,Corbeanu,MID,WOL,4500000,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,-1,0,0,0,23,0,0,0,Newcastle,Man City,Aston Villa,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,4,18,0.72,1.44E-07,3.6E-06,0,11472,1,12,0,0,0,0,0,3.6,27,0,0,18,0,0.4,0,2.1,0,0,2,0,0,0,11073,0,-1,0,0,735,47,0,0,74,Tottenham,Leicester,Arsenal,Everton,Southampton,0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18.9
,Costa,MID,LEE,5000000,2,54,2.16,4.32E-07,1.08E-05,0,1050627,0,19,0,0,0,3,0,10.8,957,-5,0,54,5,0.6,0,2.8,2,0,2,0,4,2.2,1056330,1,-1,0,1,852,500,0,0,144,Aston Villa,West Ham,Chelsea,Fulham,Sheffield United,1.1,1.3,1.5,1.6,2.3,1.1,1.1,1.1,1.6,1.2,1.8,1.3,1.7,58
